RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01
50779,Asheville,North Carolina,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186100,173900,167500,178500,178800,184900,187800,205400,197900,190400,179800,179700,187600,185900,185200,178300,178800,182800,197800,208100,215100,200100,197300,193300,201400,204100,206500,207e3,193400,196e3,191e3,199100,187900,190100,189500,201500,202900,208100,210500,210200,207200,201600,207600,205700,211e3,207400,207100,207300,212200,212100,21e4,209600,220200,214500,216900,22e4,235600,242500,244100,241e3,241600,242300,248700,247200,249500,252500,251500,250100,248100,252400,258800,267100,264200,257500,256100,264200,269300,268700,278400,286100,291200,286600,283300,281300,281100,282e3,271500,265200,263300,284600,281700,
51414,Citrus Heights,California,414,228400,219900,214400,204700,203500,199300,194100,191900,189900,188100,180400,171600,164300,163100,165200,167700,166800,169e3,168500,171400,169100,173500,172200,174600,175100,170900,167200,163100,160200,160400,159300,165700,164100,160900,156400,152800,151200,141900,137900,137600,138400,136800,133700,135500,141600,145700,149e3,147500,147300,145600,146600,146600,153500,157100,160100,16e4,165500,170300,173100,177600,184900,194300,197700,198400,206900,211100,215300,210800,212600,214300,219400,223700,225400,225700,224100,232800,232e3,232300,225500,228200,227700,231200,225700,227500,227200,231200,232900,236600,241900,243800,244900,244600,248800,251e3,254800,258800,263600,265200,263600,260400,260500,262e3,265200,275800,281400,280800,276400,275500,278200,282600,289200,296900,302400,305600,307100,309200,309100,313700,313500,316500,319100,317800,319400,317300,320300,316600,,,,,
45449,Glen Burnie,Maryland,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,198300,200300,190900,185900,185800,196300,197200,193400,188900,184600,18e4,171800,167e3,157700,153300,157600,163300,184e3,175700,186300,169400,187800,177300,186500,179400,185300,180700,182500,187e3,184600,180900,189300,204500,215e3,213900,206900,206100,204100,210200,210700,209700,214100,218900,221400,218800,214600,204500,200300,195e3,205100,201100,209200,206600,210400,205800,200900,204600,204500,207200,203100,207e3,207200,212400,210600,218700,219100,219700,215100,209400,212700,215900,224500,225500,224700,222700,221700,220400,214400,210100,212700,212e3,222300,224500,236800,237e3,237700,235900,234600,235100,235500,243e3,246700,252900,255800,253600,247800,241700,247200,248300,246e3,243300,244500,243800,
41587,Waukegan,Illinois,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58900,57200,50700,44100,48900,48500,54900,55400,56100,55400,60500,61800,63600,54e3,52700,48200,48700,50100,58100,63500,64e3,61400,59100,56600,55700,52100,55100,55800,64200,67800,64900,58800,61100,71400,75500,73e3,72400,78200,86800,83300,83200,80800,86900,85200,79800,76e3,72500,80800,80500,89900,85100,98700,91300,88200,76300,79e3,87100,88600,94700,96400,100500,100200,96600,98500,96800,104800,105700,111100,109500,107100,110200,112200,116800,110100,112e3,115700,118600,113700,114900,121800,134900,134900,135700,132700,135800,128400,120200,115100,123400,130700,134600,139200
30552,Bowie,Maryland,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282800,286e3,283e3,286300,286600,286800,291600,290200,293900,296100,296700,292100,289500,290600,299400,295100,301800,299200,302400,297600,3e5,302200,307200,309500,315200,317600,317e3,317800,310200,315200,317500,326700,320400,318200,314400,315100,321200,325100,330700,329600,325500,320300,321800,327100,335800,330900,327400,324600,329400,331800,327600,328200,
34637,Walnut Creek,California,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397900,417400,411200,415e3,418800,448700,440500,440400,441700,415600,408500,411800,449e3,450100,451300,460700,481100,481800,500300,548e3,593e3,604900,597300,536100,554400,549500,593600,588900,601800,581600,572600,580500,590100,559600,519800,514500,506600,510300,515100,534400,527100,525400,525500,539800,553500,570300,581200,588100,587500,577600,565600,573500,605500,622400,636200,615100,621e3,616900,628700,622100,617200,613500,614200,616700,609400,645800,640200,660100,616800,636500,612900,629400,630200,658800,692800,694400,693200,683200,643600,659100,698500,759e3,729300,688100,679800,722200,705e3,672800,671200,684400,707e3,759700
14634,Whittier,California,419,420500,390600,396500,386100,378900,367600,362700,358200,345600,339800,335500,332800,319400,315200,312300,309900,303e3,304700,320200,330800,326600,332100,338600,339e3,327e3,321900,332600,345100,346400,344400,338500,333300,313800,309100,300700,313100,308700,318500,310900,311700,308600,311700,312400,307900,307200,305900,306500,311300,313100,311700,305700,302200,301300,303800,306400,314300,313700,322e3,329200,343500,348300,35e4,354400,360500,368500,378200,383600,387e3,386900,389200,395200,397600,403400,404400,408100,405700,406800,405900,406800,412e3,413900,418300,416700,421800,418500,422400,424800,432700,435100,436400,444400,449700,443900,442800,444500,456200,457700,463500,463900,469900,469100,474400,472300,472300,474300,477400,493300,489700,493800,482900,487400,495e3,508200,512700,508600,497500,498500,505200,519400,521900,513800,503100,514e3,526300,540200,535700,531900,528700,524600,531900,536100
53100,Macomb,Michigan,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236900,234600,234900,241200,245e3,249200,252700,259900,264200,261100,254100,249200,251600,258800,264400,267100,269600,269500,272500,269700,271200,271400,273600,277800,280900,287600,296900,300100,294700,292500,289200,290600,284e3,286300,286e3,282400,272800,
31543,Fayetteville,Arkansas,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182500,184500,182500,183e3,180800,181300,181300,184600,187800,180400,178e3,184e3,191600,193900,189400,191600,190500,190800,191200,199300,198900,200700,192300,196100,204300,209800,210600,209300,215100,218100,227900,
10451,Bloomington,Minnesota,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190600,192900,194e3,190400,197200,195900,201900,196700,199900,196100,201400,207400,207200,208300,207e3,213800,218e3,218200,216800,211e3,217100,218e3,218800,212700,211800,210100,213300,217400,219500,220700,215900,223e3,223700,227900,222800,223600,226200,230600,231300,227600,224100,228100,233600,235500,236900,236900,238700,239400,241300,240200,243e3,244800,247e3,248700,251200,257100,260500,254800,249800,244800,249100,250400,253e3,255200,256300,257100,
54428,Sioux City,Iowa,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116900,113200,117e3,113200,108100,107600,113900,116700,125e3,120700,124e3,119900,125600,124600,125900,122700,128600,128500,124900,118800,114600,12e4,127300,133200,135200,128600,
10608,Buena Park,California,424,426100,417800,399500,389100,378400,367300,358100,355200,359500,365200,361800,353900,344400,339800,338200,339900,351600,344700,347500,345500,369100,378100,378e3,382100,382800,386500,373900,365400,361200,356100,357400,361300,373300,375e3,368300,361800,351500,348600,340800,341800,350900,347400,35e4,334e3,344900,346700,350100,334900,329300,330300,335600,332e3,333700,343400,354100,374400,378100,382800,376300,376700,383600,388100,393900,409200,419900,418700,419500,423100,436e3,433500,433100,436500,441e3,440800,441500,431400,433900,442200,456300,460400,454400,461100,466500,468700,461300,462900,467400,477200,479500,483200,476300,476800,475700,483500,485200,478800,488e3,496800,510500,508800,507700,511600,518700,517700,537100,527600,530700,520600,530700,532100,532100,531500,531600,531200,534800,545400,558300,575800,577800,568200,563600,568e3,570800,566400,568600,568800,559500,552e3,565e3,578300,
32563,Longmont,Colorado,425,205500,206200,209100,206400,209500,212200,212400,212100,209700,202200,201800,197100,199300,197700,196300,200600,206500,216700,218600,214200,208700,207400,191600,183700,184400,195100,202200,199e3,213300,224200,230800,224400,211600,205700,200800,198300,206600,199700,205200,201600,203400,205300,212800,215e3,206900,203800,213900,217200,215100,199700,200900,202900,221700,226900,223300,211700,205200,208200,211700,221900,222600,226900,224600,222e3,228100,233300,241200,234300,236400,234600,239e3,236100,236200,233400,237e3,242500,247300,247200,243300,244700,252500,260600,262900,268100,272500,272300,270800,269100,277900,277400,280900,283500,282e3,289400,291600,301200,305400,310800,314e3,316600,317100,334200,334600,344100,334500,334e3,333600,332600,338200,342200,349900,356200,350700,353500,359e3,364400,358900,358600,369300,378100,378300,375400,374400,379e3,389900,409400,410800,405800,392200,400500,
50677,Alhambra,California,426,476400,450300,432900,434900,440700,432600,432500,444e3,422700,425200,412700,395e3,391e3,386e3,442100,437200,433700,413700,427400,428300,436e3,435600,444900,425800,424200,431800,432900,429600,419900,412e3,417200,412300,428200,425500,418700,404100,391900,400100,400100,394500,393200,398700,409900,394700,388800,379400,391500,380300,383700,389800,399900,391300,393300,405200,408600,417e3,420100,429e3,407400,404200,405400,419800,428400,433100,439700,446800,481900,483900,481700,455800,478300,482800,493800,477900,489100,473400,473100,460400,462900,439900,460800,486200,515600,516900,510900,514800,502700,504500,505900,506600,518700,519e3,528200,514100,511900,502300,505900,508100,519500,532600,562900,572e3,568e3,532900,513200,509200,525100,539700,545800,537100,531800,539600,542100,555900,550700,570800,575900,589500,613200,600800,630200,610300,636700,628100,652300,664100,648800,626300,623400,,
24120,Clifton,New Jersey,427,355200,370900,361800,359700,342400,340900,338200,340600,335400,331400,310900,306200,295e3,302700,296100,301300,298200,306300,304700,315500,312900,318700,310900,307300,295300,299200,294e3,298800,292600,302400,311400,314800,312600,311600,308900,295800,281500,284800,289e3,289200,285200,285700,282200,275400,271900,280300,270600,270400,255600,260400,259600,260200,260500,265500,27e4,276400,267100,274100,268100,281900,267500,266500,255500,270600,277800,277200,273800,273500,276300,287e3,288400,286400,28e4,280700,284600,286900,284200,286500,286700,284400,277400,278600,287100,295e3,278100,280700,278e3,295600,294100,294300,294100,295200,297700,298100,286100,288e3,293600,307700,310300,306500,301600,304200,306800,310200,313300,313300,313100,312300,310600,311800,298200,299e3,305900,319100,326700,329e3,332200,329700,325800,337900,340300,336100,326100,331700,336100,331100,328300,329700,340200,341100,
31732,Germantown,Maryland,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261e3,260400,264500,266200,266400,266800,264400,269200,272700,284700,280400,279200,271e3,273800,275700,276500,280700,281400,281e3,278200,276200,289400,297e3,299500,288600,285400,289400,280500,278300,275700,281500,288e3,
39133,Jackson,Tennessee,429,,,,,,92700,87500,86700,86200,86500,83400,85900,88100,89400,84700,83500,83e3,85800,9e4,92400,95500,96200,91100,90900,93500,95700,89500,80600,81500,80600,86400,86400,93700,91300,88e3,86400,79800,80300,78800,78600,81500,79300,82300,86300,88e3,90900,84800,85800,82800,86200,84200,86400,86e3,93400,98400,93900,91300,90700,92400,93100,89100,91500,81700,85200,84300,89900,86100,83600,93500,92800,96e3,87800,89100,88300,88700,90900,93e3,89400,87800,92400,97800,109700,108100,105800,96800,96500,91800,91600,91600,100100,102400,105500,101300,102800,91600,93200,92100,101600,104e3,99500,100900,100800,103800,99e3,105100,106e3,97800,93900,96e3,108e3,108600,110700,109600,115100,120200,126900,125e3,124900,127700,128300,133700,129900,131900,123700,134300,131e3,132500,,,,
37895,Clarkstown,New York,430,431800,420100,411700,409800,396700,402700,394400,392900,394200,378900,385400,364800,407500,402200,423700,393700,393500,385900,370100,338700,330400,335100,346700,379700,408100,429600,404900,375700,377300,364100,353100,344300,354100,371100,370400,380300,343300,362e3,351100,377200,353600,338500,354200,343500,353900,350700,348300,342300,344600,366800,384300,370400,358400,345100,346200,301100,269600,280500,326600,328700,320800,336e3,366500,358100,339900,348200,353500,359100,344300,345400,337600,306200,3e5,339600,374100,378900,339500,34e4,331400,329800,337100,346300,357700,359300,355600,347300,339800,339900,35e4,351700,357200,353200,356300,345100,351900,346600,354e3,336600,334600,344200,355100,356e3,353800,356200,359400,346500,343400,342400,354600,364100,377500,372800,372200,365e3,367200,369e3,371300,387400,364500,382200,373600,404100,407700,418800,406600,393500,376900,370700,366e3,368e3,
34311,Toms River,New Jersey,431,298100,299400,287700,274e3,270200,274900,27e4,262400,252700,256800,254200,260500,262500,271900,265500,263500,261100,257600,253100,247500,249900,246800,248600,257800,268300,267800,257900,259800,263700,261800,248400,233300,235400,237800,244700,251700,257200,259600,237800,239500,236100,233300,224e3,212800,220100,215700,223900,219600,230300,229700,237600,231400,230900,222600,214900,211500,223e3,223600,227e3,221900,228100,226700,226e3,227e3,227400,238400,239700,233700,224600,224900,244600,242500,243e3,233400,237500,228100,228200,229500,230600,231200,232400,242500,241500,245e3,243700,244900,238200,237300,237400,237700,239e3,242200,244500,246100,246100,241400,242600,242800,251100,251600,251400,249200,245900,241800,240300,239500,241400,243800,263200,274500,275100,261300,255500,257600,262e3,263300,264900,255200,255300,261900,275800,285100,280900,273400,265700,265900,261300,261400,261300,264e3,
32615,Lynnwood,Washington,432,332100,317e3,318800,307e3,299900,296e3,297200,292300,279900,282300,285200,296700,299600,294200,289400,277400,277e3,271100,276e3,288100,286100,286600,271600,285700,269300,274300,261600,263300,263900,259400,258900,248400,247600,234300,233700,230700,234900,227400,227700,229100,229700,224800,226e3,218800,212500,204100,217100,225400,217500,211400,214900,230200,243e3,238300,24e4,233700,238500,245100,24e4,251400,257100,265300,270700,273300,286500,282800,281300,277900,280600,285700,278800,267900,271900,284200,296400,294900,293300,300500,302500,312200,315100,316100,313e3,309400,313900,316200,316500,315300,315e3,322100,327600,333900,325400,328900,327900,342600,342200,348100,349900,356300,366600,371800,379800,375200,376e3,372400,385e3,393200,399900,399e3,406200,420400,423300,415900,41e4,415500,426500,434400,448e3,459200,471600,471300,472500,474700,470400,457600,449700,,,,
44597,Cicero,Illinois,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57700,66500,65100,67400,56700,57800,56500,57700,63200,66600,71100,69600,69700,67800,63400,66800,72300,76600,80900,82300,85e3,82700,77900,84400,87200,93400,93600,106300,113300,110700,97700,93500,93300,110600,113600,114300,105800,121200,136300,132200,119900,119600,125300,126100,124400,127400,128200,127900,128e3,132800,131e3,133200,131e3,133100,138700,148700,148900,145900,146400,143300,146e3,146500,153400,155500,148900,151600,148100,154700,166900,183500,181900,176900,164200,173500,172100,174700,173500,170500,179500
27491,Tustin,California,434,487100,481100,477400,486600,476500,456800,442900,445400,438e3,399400,361900,343800,372100,356200,382800,406900,433e3,441200,447600,472700,475700,465800,441900,433e3,431300,45e4,445300,452100,465100,500600,491100,482e3,444700,431700,415e3,389600,388200,410600,441e3,443600,428200,414700,408900,415800,419300,421300,390500,392e3,391400,412700,418100,425700,411300,421200,432600,468300,451300,435900,441900,482300,499800,487600,488500,514200,523800,528600,501200,511400,512900,542e3,541e3,542200,550600,545100,542500,557900,578900,580500,556500,543200,541700,540700,542600,542200,551800,554800,556800,556100,567700,567700,575400,571100,578900,582500,578800,578700,576e3,587200,599800,603800,600200,591600,594500,597800,605900,583100,593300,571300,592100,594400,619600,632700,627300,641100,612900,662900,660900,704200,672900,685500,691400,696800,695300,690600,691700,694e3,689700,691800,699e3,680800,
31403,Ellicott City,Maryland,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436100,428600,437300,444800,445e3,411800,416e3,425200,460200,460100,451500,447100,445800,453900,447600,460600,458200,471200,458800,443800,422e3,421700,445600,465200,479100,468500,476600,455900,463700,447e3,451500,474100,475e3,482600,455500,458300,465400,468800,470800,461100,467400,46e4,474800,470200,477900,470800,466500,472e3,464300,476100,466400,477700,467100,483500,470700,484900,472700,498700,502900,511400,500500,487300,486800,493300,493700,481200,
38004,Conway,Arkansas,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141600,140300,139800,142400,143e3,144200,143e3,144400,144500,143400,146300,147100,150100,146900,144400,143300,147300,147800,144800,142700,145600,150400,151400,152800,150700,152600,153700,156600,159400,157100,161900,154200,151500,144600,
37303,Battle Creek,Michigan,437,,,,,,,,,,,,,,,,,,,,,,,,54300,56300,52200,54500,56700,58100,49e3,45900,40300,39600,44100,54e3,51900,51200,54e3,58700,55200,47400,46500,46400,47400,46800,52e3,52200,55900,53e3,46100,45300,40900,47100,44e3,49e3,51700,59100,50500,51900,50400,57300,59700,56100,61700,58500,63300,57400,6e4,56300,56200,57200,61e3,67800,68800,70300,65700,65400,65800,73200,74e3,77700,78700,82400,83800,83800,79400,83200,83100,89300,82900,86200,79900,87800,82800,88200,82600,88700,86600,89200,84300,93100,91400,93800,91500,92500,96400,92100,88400,84e3,90600,92600,98900,95400,102300,99600,105600,101100,106300,97800,100200,101600,99600,103e3,93100,101200,98800,103600,96600,96700,104100,
32120,Huntington,New York,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452100,443e3,444600,445500,471e3,471300,463200,443900,433300,424500,414200,428100,426900,438800,425800,428e3,429100,442300,464600,477700,478200,480600,468100,473800,467800,469100,466900,452300,443900,445e3,440400,469e3,468800,493800,485700,492900,478800,483100,473700,,,,
17453,Spokane Valley,Washington,439,184100,177300,175300,174e3,172200,172600,170600,169100,168200,172500,172e3,173400,167200,165900,166700,167200,170500,165800,166900,162e3,163200,166800,173300,170900,166100,162700,162300,160300,154400,155200,151200,151500,153600,159300,163600,163600,159500,156100,150800,153400,153500,152100,148600,145300,140400,144400,147600,150400,149800,151600,156700,150300,148200,143500,150600,149700,158700,157800,161800,162700,158500,156700,155200,162e3,162900,155800,156200,151100,156500,154400,158500,161800,159900,160100,157300,159200,159900,159500,160800,162800,164500,166300,167500,168400,166700,170300,169300,171100,170200,174700,175800,176100,174400,176100,179700,178800,181800,180700,185200,183400,184600,182200,183100,182600,187e3,19e4,206400,202500,206300,192600,198500,201e3,201500,204600,202300,203600,204300,204500,219400,213900,219700,212900,225900,229100,231200,227100,223900,224500,229500,235400,
31166,Danbury,Connecticut,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237400,248e3,253200,243100,236400,235e3,255300,264100,270100,261e3,267200,268500,268700,269400,270600,273200,267600,254200,256200,257e3,273900,274300,277700,276500,277200,264200,
26222,Norwalk,Connecticut,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365800,372600,350800,351900,360700,360100,368500,368e3,369900,356800,357300,352100,352200,355400,365e3,359400,357800,332800,336300,339100,343400,327400,327700,352300,388400,388800,385e3,374200,362700,361400,361700,378800,391e3,387e3,391100,402100,401900,384600,372700,370800,366500,363600,363800,386600,380100,381800,375800,377e3,377100,377400,381400,386300,390300,395800,382e3,363800,360700,361500,382600,388500,399400,402100,393900,393900,390500,387400,402500,419e3,436400,420400,412400,416200,414100,400600,375700,392900,402700,
7784,Watsonville,California,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251500,260500,263400,285600,28e4,289500,287100,295300,301200,306500,327400,336e3,339700,320400,306300,317600,322800,331400,336600,375400,383700,376400,357e3,375900,393700,399600,411500,412900,422400,425700,456800,448e3,452200,433700,442400,428400,437300,45e4,459600,47e4,469400,465600,445500,447900,445800,465700,484200,521400,553100,568900,544800,516e3,493300,487700,493700,509200,522e3,532200,530600,520300,496600,475400,497200,516200,545600,577400,580900,584100,573400,598500,586400,583e3,572300,568700,552700,554100,584600,586600,590400,600100,647700,638600,641200,621e3,
25193,Houma,Louisiana,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180100,173e3,155100,178100,159e3,177900,165100,161700,156900,145800,147900,155e3,159900,162200,137700,143500,140500,174500,176400,182500,166800,170900,173900,173300,170400,171100,160200,157900,157900,164500,169300,160800,160100,154300,157500,159300,158800,156700,155200,155100,171400,172700,169800,162400,161500,163300,160600,160500,154300,151300,149400,155100,169900,170500,173100,160700,154400,161e3,157e3,161400,153e3,155500,159800,158900,157800,156300,154e3,151900,152300,149900,147800,145400,155300,157300,152200,151200,162400,174700,184700,,
12317,Largo,Florida,444,145200,151300,153900,158500,150700,148500,146500,140500,126700,118900,127800,134600,128400,119700,121500,128e3,128700,116900,116100,118100,127600,121300,112500,108300,109400,115200,110700,109700,107700,116300,110600,108400,100400,102900,98100,87300,77700,79900,90100,103300,97700,98500,91200,94800,87500,90200,88500,80900,79900,86500,97400,98e3,97200,104e3,96300,93700,90900,93500,91900,87500,91e3,89400,89800,89e3,93100,98e3,103700,105500,107e3,108e3,112900,110500,111e3,108500,106700,107700,104800,110100,113100,119500,118100,117100,113200,116100,110900,111600,111900,122200,129200,13e4,126800,127e3,133300,139100,140500,143200,147e3,153700,159300,153300,149400,144200,148200,142800,143500,141300,147400,149700,155e3,168900,174400,179e3,171300,168400,164e3,165500,166300,170200,170300,172400,172100,175400,178200,181200,183e3,181700,183200,182e3,187600,193100,
24967,Gresham,Oregon,445,248300,244600,242700,236600,233900,226400,220700,224100,224100,224400,224800,222600,223600,219900,221600,212400,202900,197200,191200,198500,196e3,207700,196500,194500,201100,209100,211800,201e3,189200,188800,186300,191700,188200,195100,196400,192600,178900,171800,172e3,171500,169800,169500,173600,179700,177100,173700,169700,173200,175700,182300,182e3,182600,179500,182e3,184700,192600,190700,189700,193400,203600,209300,207300,205700,204500,204500,202e3,208800,212800,218800,214400,213100,213300,223400,220500,221400,218500,226100,229600,231800,228e3,219200,221700,216400,222800,222200,234300,241300,242900,242600,240100,244100,247500,252800,255200,254900,261400,266600,273800,272700,273100,278800,286300,286100,286300,283800,286400,288e3,290100,290900,295300,300900,308900,308100,310500,307300,312400,314300,322400,326800,333200,339400,343500,342300,337700,332e3,327900,,,,,
7476,Troy,Michigan,446,217700,214900,203500,198500,191100,197e3,197200,194100,179900,188100,182600,182700,168800,170300,163100,158800,157800,163200,160700,162400,168700,170900,167900,154300,152100,156600,165200,167500,163800,168200,168700,169700,158600,148300,147400,145600,149500,150800,170200,176500,168500,156500,155400,181e3,187900,184500,169300,171600,180100,183800,181e3,174900,172100,181500,189400,190900,188200,200900,202300,201800,194100,194900,198100,194900,202400,203300,205e3,209100,214e3,214300,208400,211800,212900,229e3,228400,236300,220800,225e3,224900,229800,225500,222100,224700,214e3,218900,237e3,248600,247500,239600,243700,243600,238300,244400,257900,271700,272500,264700,255700,253600,257800,256800,258400,256500,255800,256800,259700,265100,262100,262100,264300,279300,277800,273400,265300,273500,276800,274500,272400,272400,273400,277400,283900,285600,285700,279600,281600,277400,278200,276700,295200,
46978,Panama City,Florida,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122400,122700,117800,120900,123900,135100,152e3,149400,144300,138e3,131300,138400,135900,147300,137300,138400,13e4,135600,131900,139300,139300,141700,146200,151200,179600,177100,176600,151300,153900,142800,139900,137200,148200,148100,142500,135500,130500,130900,131300,132900,135e3,139400,143e3,133800,131800,150600,158800,172800,154700,165100,154300,152e3,147900,148900,155900,160600,162500,164200,168400,168100,167400,163900,160300,159200,159500,162e3,160100,157400,158e3,183700,186400,205200,185900,184100,171400,173700,173600,171300,167700,181800,189200,213800,212300,218500,202800,202200,190800,186800,,,,
32311,Kingsport,Tennessee,448,109100,111200,110100,111100,105300,100200,104300,99300,98700,91500,100700,113300,109400,101100,93100,104700,103e3,100400,93500,96300,93500,85e3,98200,101800,111400,96900,97400,95e3,93e3,86300,91700,100400,102900,98600,95600,107300,103500,103300,93100,93100,97100,100800,106700,101100,96200,97600,107800,119300,117400,11e4,98800,105200,103300,109700,105900,101800,96600,98500,100600,99300,97600,100600,100900,98900,99700,101800,101700,98200,98800,99900,105200,110800,108900,107600,105800,105100,105e3,104900,108400,110800,109900,111200,107100,107100,101600,101400,100200,105900,105500,107300,108200,110600,107100,103100,105500,106900,112200,109300,114500,113e3,118600,115100,116100,114500,118800,116200,127700,128400,131400,13e4,127800,129e3,119100,121400,118300,120800,123900,132300,135900,142200,143600,146700,138100,132200,121900,125900,130800,135800,131800,127200,
33865,Sanford,Florida,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156e3,158700,159600,162500,158900,162900,167500,177400,185300,187200,186900,184600,179700,182e3,182900,182300,181100,178100,182500,186100,187700,186500,190500,191200,193200,187e3,189900,201400,206300,209900,
26366,Palm Coast,Florida,450,173600,170500,171400,166400,165100,159900,159400,157400,161100,16e4,154400,149200,148e3,146600,144e3,142400,142700,145800,142200,141200,137600,137300,135500,134e3,133e3,132300,131400,131700,128600,126200,124200,124400,124900,123200,127200,120400,121400,121500,124100,120300,116800,118500,117500,117300,116100,117900,115700,111500,113400,113300,119300,117500,117600,118100,120700,122800,125200,125300,125600,127400,130600,133200,131900,131900,135800,138500,142700,142500,144200,140500,140200,141900,144900,146e3,144900,145e3,142100,139900,132100,133800,134500,144100,147400,148400,148400,149900,152900,155200,156e3,161800,163100,164800,162200,160800,164500,167100,17e4,167700,171100,173500,179100,175100,174600,175e3,184300,189600,187800,179e3,179100,181e3,185400,186800,185400,189500,190200,192500,191600,199100,203600,209800,211300,215100,211600,205700,205600,207200,213100,213100,213900,209400,
